Gender,Age,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Response
Male,23,1,< 1 Year,No,27279.0,0
Male,37,0,1-2 Year,Yes,58854.0,1
Female,24,1,< 1 Year,No,25478.0,0
Female,24,1,< 1 Year,No,33760.0,0
Male,57,0,> 2 Years,Yes,2630.0,0
Female,31,0,1-2 Year,Yes,34407.0,0
Male,22,1,< 1 Year,No,26471.0,0
Male,55,0,1-2 Year,Yes,40255.0,0
Female,23,1,< 1 Year,No,27636.0,0
Male,21,1,< 1 Year,No,28564.0,0
Female,48,0,1-2 Year,Yes,2630.0,0
Male,33,1,1-2 Year,No,23180.0,0
Male,51,0,1-2 Year,Yes,45749.0,0
Female,22,0,< 1 Year,Yes,28111.0,0
Male,54,0,1-2 Year,Yes,49873.0,0
Male,61,0,1-2 Year,Yes,43644.0,1
Male,21,0,< 1 Year,Yes,42124.0,0
Female,23,1,< 1 Year,No,35161.0,0
Male,69,0,1-2 Year,Yes,25223.0,0
Female,21,1,< 1 Year,No,2630.0,0
Female,43,0,1-2 Year,Yes,24270.0,0
Male,22,1,< 1 Year,No,33836.0,0
Male,34,0,1-2 Year,Yes,2630.0,0
Male,48,1,1-2 Year,No,28445.0,0
Male,77,0,1-2 Year,No,26231.0,0
Male,23,0,< 1 Year,Yes,46945.0,0
Female,22,0,< 1 Year,Yes,18742.0,0
Female,50,0,1-2 Year,Yes,29773.0,0
Male,69,0,1-2 Year,Yes,53934.0,0
Female,25,1,< 1 Year,No,31428.0,0
Female,25,0,< 1 Year,Yes,38061.0,0
Male,56,0,1-2 Year,Yes,43556.0,0
Male,59,1,1-2 Year,No,29707.0,0
Male,26,1,< 1 Year,No,34533.0,0
Female,62,0,> 2 Years,Yes,34215.0,0
Female,23,1,< 1 Year,No,36282.0,0
Female,23,0,< 1 Year,No,30548.0,0
Female,39,0,1-2 Year,Yes,2630.0,0
Male,52,1,1-2 Year,No,2630.0,0
Female,48,1,1-2 Year,No,2630.0,0
Female,26,0,1-2 Year,Yes,2630.0,1
Female,24,1,< 1 Year,No,28409.0,0
Female,25,1,< 1 Year,No,26019.0,0
Male,27,1,< 1 Year,No,39423.0,0
Female,45,0,1-2 Year,Yes,48716.0,0
Female,24,1,< 1 Year,No,2630.0,0
Female,25,1,< 1 Year,No,37824.0,0
Female,26,0,< 1 Year,Yes,23390.0,0
Male,25,1,< 1 Year,No,29603.0,0
Male,67,0,1-2 Year,No,23058.0,0
Male,43,0,1-2 Year,No,22264.0,0
Male,27,1,< 1 Year,No,35352.0,0
Male,57,0,> 2 Years,Yes,2630.0,0
Female,26,1,< 1 Year,No,27638.0,0
Male,24,1,< 1 Year,No,32441.0,0
Female,24,1,< 1 Year,No,33378.0,0
Male,21,0,< 1 Year,Yes,43072.0,0
Male,39,1,1-2 Year,No,2630.0,0
Male,26,1,< 1 Year,No,31112.0,0
Male,25,0,< 1 Year,Yes,26829.0,0
Male,47,0,1-2 Year,Yes,2630.0,0
Male,35,0,1-2 Year,Yes,2630.0,1
Female,31,0,1-2 Year,Yes,52794.0,1
Female,25,1,< 1 Year,No,32845.0,0
Male,65,0,1-2 Year,Yes,22598.0,0
Female,50,0,1-2 Year,Yes,30072.0,0
Male,26,1,< 1 Year,No,27414.0,0
Male,42,0,1-2 Year,Yes,35794.0,1
Male,29,1,< 1 Year,No,39390.0,0
Male,41,0,1-2 Year,Yes,31643.0,0
Female,30,1,< 1 Year,No,2630.0,0
Female,46,1,1-2 Year,No,2630.0,0
Male,45,0,1-2 Year,Yes,36764.0,1
Female,28,0,< 1 Year,Yes,22041.0,0
Male,24,1,< 1 Year,No,21193.0,0
Male,48,1,1-2 Year,No,2630.0,0
Male,52,0,1-2 Year,Yes,46785.0,0
Male,50,0,> 2 Years,Yes,41645.0,1
Male,36,0,1-2 Year,Yes,27062.0,1
Male,45,1,1-2 Year,No,29967.0,0
Female,25,1,< 1 Year,No,29820.0,0
Female,43,0,1-2 Year,Yes,33476.0,0
Female,40,0,1-2 Year,Yes,36945.0,1
Female,22,1,< 1 Year,No,34314.0,0
Male,24,1,< 1 Year,No,28872.0,0
Male,24,1,< 1 Year,No,31673.0,0
Female,61,0,1-2 Year,Yes,34857.0,0
Male,30,1,< 1 Year,No,33049.0,0
Male,27,1,< 1 Year,No,27060.0,0
Female,21,1,< 1 Year,No,2630.0,0
Male,31,1,< 1 Year,No,19715.0,0
Female,20,1,< 1 Year,No,28874.0,0
Female,22,1,< 1 Year,No,35573.0,0
Female,21,1,< 1 Year,No,30780.0,0
Female,30,1,< 1 Year,No,30661.0,0
Female,25,0,< 1 Year,Yes,39079.0,0
Female,31,1,< 1 Year,No,27201.0,0
Male,27,1,< 1 Year,No,27959.0,0
Male,41,1,1-2 Year,No,40021.0,0
Female,27,1,< 1 Year,No,36787.0,0
Male,71,1,1-2 Year,No,24272.0,0
Female,32,0,1-2 Year,Yes,2630.0,0
Male,43,0,1-2 Year,Yes,2630.0,1
Male,29,0,< 1 Year,Yes,17895.0,0
Female,71,1,1-2 Year,No,28237.0,0
Female,41,0,1-2 Year,Yes,30255.0,0
Female,44,0,1-2 Year,Yes,2630.0,1
Male,22,1,< 1 Year,Yes,54781.0,0
Male,42,0,1-2 Year,Yes,27880.0,1
Male,26,1,< 1 Year,No,39048.0,0
Female,65,0,1-2 Year,Yes,34782.0,1
Female,23,1,< 1 Year,No,37190.0,0
Male,22,0,< 1 Year,No,28712.0,0
Female,39,0,1-2 Year,Yes,45301.0,0
Male,23,1,< 1 Year,No,39816.0,0
Female,43,0,1-2 Year,No,2630.0,0
Female,49,0,1-2 Year,Yes,2630.0,0
Female,31,1,< 1 Year,No,26819.0,0
Male,41,1,1-2 Year,No,34378.0,0
Male,27,1,< 1 Year,No,23132.0,0
Female,30,0,< 1 Year,Yes,2630.0,0
Male,36,1,1-2 Year,No,33034.0,0
Male,22,0,< 1 Year,Yes,36307.0,0
Male,46,1,1-2 Year,No,2630.0,0
Male,43,0,1-2 Year,No,49863.0,0
Female,67,0,1-2 Year,Yes,2630.0,0
Female,22,1,< 1 Year,No,38201.0,0
Female,27,0,< 1 Year,Yes,33829.0,0
Male,41,1,1-2 Year,No,28166.0,0
Male,58,0,1-2 Year,Yes,34207.0,0
Female,49,0,1-2 Year,Yes,25491.0,1
Female,23,1,< 1 Year,No,41295.0,0
Female,30,1,< 1 Year,No,29191.0,0
Male,46,1,1-2 Year,No,31718.0,0
Female,48,0,1-2 Year,Yes,2630.0,1
Female,48,1,1-2 Year,No,43755.0,0
Female,48,0,> 2 Years,Yes,2630.0,0
Male,52,1,1-2 Year,No,58508.0,0
Female,21,1,< 1 Year,No,31517.0,0
Male,34,0,1-2 Year,Yes,35745.0,1
Male,36,1,1-2 Year,No,2630.0,0
Female,22,0,1-2 Year,Yes,2630.0,1
Male,31,0,1-2 Year,Yes,40292.0,1
Male,51,0,1-2 Year,Yes,56558.0,0
Female,51,1,1-2 Year,No,57629.0,0
Female,25,1,< 1 Year,No,28759.0,0
Female,38,0,1-2 Year,Yes,29284.0,1
Male,47,0,1-2 Year,Yes,2630.0,1
Female,24,1,< 1 Year,No,24501.0,0
Male,26,1,< 1 Year,No,22875.0,0
Female,23,1,< 1 Year,No,25884.0,0
Male,42,0,1-2 Year,Yes,38069.0,0
Male,53,1,1-2 Year,No,2630.0,0
Female,77,1,1-2 Year,Yes,26004.0,0
Female,21,1,< 1 Year,No,26511.0,0
Male,68,0,1-2 Year,Yes,29756.0,1
Male,23,1,< 1 Year,No,41270.0,0
Female,30,0,1-2 Year,Yes,26543.0,0
Male,42,0,1-2 Year,Yes,33232.0,0
Male,42,1,1-2 Year,No,26746.0,0
Female,67,0,1-2 Year,Yes,2630.0,0
Female,63,0,1-2 Year,Yes,46173.0,0
Female,30,1,< 1 Year,No,2630.0,0
Female,49,1,1-2 Year,No,27626.0,0
Female,20,0,< 1 Year,Yes,2630.0,0
Female,30,1,< 1 Year,No,2630.0,0
Male,28,1,1-2 Year,No,21839.0,0
Male,27,0,< 1 Year,No,30927.0,0
Female,42,0,1-2 Year,Yes,33014.0,0
Female,24,0,< 1 Year,Yes,19875.0,0
Female,25,1,< 1 Year,No,27248.0,0
Male,72,0,> 2 Years,Yes,54291.0,0
Male,26,1,< 1 Year,No,22678.0,0
Male,33,1,< 1 Year,No,34983.0,0
Male,40,0,1-2 Year,Yes,38928.0,0
Male,62,1,1-2 Year,No,2630.0,0
Male,56,0,1-2 Year,Yes,2630.0,1
Female,45,1,1-2 Year,No,37598.0,0
Female,39,1,1-2 Year,No,26504.0,0
Female,28,1,< 1 Year,No,28651.0,0
Male,23,1,< 1 Year,No,28077.0,0
Male,56,0,1-2 Year,No,31447.0,0
Male,44,0,1-2 Year,Yes,40263.0,1
Male,25,0,< 1 Year,Yes,36976.0,0
Male,30,0,< 1 Year,Yes,29607.0,1
Male,44,0,> 2 Years,Yes,38903.0,1
Female,22,1,< 1 Year,No,2630.0,0
Female,49,1,1-2 Year,No,41705.0,0
Female,23,1,< 1 Year,No,2630.0,0
Female,21,0,< 1 Year,Yes,36931.0,0
Male,28,1,< 1 Year,No,49463.0,0
Male,52,0,> 2 Years,Yes,38356.0,1
Female,27,1,< 1 Year,No,51683.0,0
Female,22,0,< 1 Year,No,38777.0,0
Female,47,0,1-2 Year,Yes,2630.0,0
Female,24,1,< 1 Year,No,26368.0,0
Female,55,0,1-2 Year,Yes,2630.0,0
Female,24,1,< 1 Year,No,25930.0,0
Male,24,0,< 1 Year,Yes,2630.0,0
Male,67,0,1-2 Year,Yes,32514.0,0
Female,25,1,< 1 Year,No,34844.0,0
Male,26,0,< 1 Year,Yes,2630.0,0
Male,41,1,1-2 Year,No,37262.0,0
Male,37,0,1-2 Year,Yes,29529.0,1
Female,62,0,1-2 Year,No,35127.0,0
Female,72,0,1-2 Year,Yes,62015.0,0
Male,30,1,< 1 Year,No,39973.0,0
Male,54,0,1-2 Year,Yes,30107.0,0
Male,46,0,> 2 Years,Yes,23835.0,0
Female,26,1,< 1 Year,No,26722.0,0
Female,54,1,1-2 Year,No,36886.0,0
Female,24,1,< 1 Year,No,17139.0,0
Male,46,0,1-2 Year,Yes,35620.0,1
Male,40,0,1-2 Year,Yes,28245.0,1
Male,37,0,1-2 Year,Yes,20955.0,0
Female,56,1,1-2 Year,No,49326.0,0
Male,36,0,1-2 Year,Yes,23188.0,0
Male,54,0,> 2 Years,Yes,56184.0,0
Male,27,0,< 1 Year,Yes,40586.0,0
Male,56,0,1-2 Year,Yes,2630.0,0
Female,24,0,< 1 Year,Yes,23721.0,0
Male,44,0,1-2 Year,Yes,36487.0,0
Male,53,0,1-2 Year,Yes,61207.0,0
Female,68,0,1-2 Year,Yes,51593.0,0
Female,36,1,1-2 Year,No,2630.0,0
Female,73,0,1-2 Year,Yes,45650.0,0
Female,23,1,< 1 Year,No,34926.0,0
Male,50,0,1-2 Year,Yes,35039.0,1
Male,44,1,1-2 Year,No,2630.0,0
Female,42,1,1-2 Year,No,24425.0,0
Female,46,0,1-2 Year,Yes,30727.0,0
Female,21,0,< 1 Year,Yes,2630.0,0
Female,25,1,< 1 Year,No,40951.0,0
Male,70,0,1-2 Year,Yes,29521.0,0
Male,57,0,1-2 Year,Yes,49823.0,0
Male,45,0,1-2 Year,Yes,20303.0,0
Female,36,0,1-2 Year,Yes,30676.0,1
Male,49,0,> 2 Years,Yes,43304.0,1
Female,23,1,< 1 Year,No,2630.0,0
Male,43,0,> 2 Years,Yes,48897.0,1
Male,50,0,1-2 Year,Yes,2630.0,1
Male,28,1,< 1 Year,No,24439.0,0
Male,30,0,1-2 Year,Yes,35791.0,1
Male,36,1,1-2 Year,No,30394.0,0
Female,62,0,> 2 Years,Yes,46029.0,1
Male,41,1,1-2 Year,No,29631.0,0
Male,30,1,< 1 Year,No,29742.0,0
Male,45,0,1-2 Year,Yes,39168.0,1
Male,76,1,1-2 Year,No,34269.0,0
Female,38,0,1-2 Year,Yes,23282.0,0
Male,22,1,< 1 Year,No,23303.0,0
Female,22,1,< 1 Year,No,48276.0,0
Male,70,1,1-2 Year,No,37951.0,0
Male,45,0,1-2 Year,Yes,30704.0,1
Female,54,1,1-2 Year,No,36725.0,0
Male,46,1,1-2 Year,No,2630.0,0
Female,40,1,1-2 Year,No,46830.0,0
Male,21,1,< 1 Year,No,41562.0,0
Male,39,0,> 2 Years,Yes,2630.0,0
Female,47,0,1-2 Year,Yes,31735.0,0
Female,42,1,1-2 Year,No,50582.0,0
Male,26,0,< 1 Year,Yes,34333.0,1
Female,35,0,1-2 Year,Yes,2630.0,1
Female,23,1,< 1 Year,No,59801.0,0
Female,22,1,< 1 Year,No,52505.0,0
Female,25,0,< 1 Year,Yes,32202.0,0
Male,25,1,< 1 Year,No,33630.0,0
Female,26,1,< 1 Year,No,34485.0,0
Female,31,0,< 1 Year,Yes,29012.0,0
Female,24,1,< 1 Year,No,32664.0,0
Female,42,0,1-2 Year,Yes,28746.0,0
Male,31,0,1-2 Year,Yes,43499.0,0
Male,26,1,< 1 Year,No,27500.0,0
Female,21,1,< 1 Year,No,29307.0,0
Male,52,0,> 2 Years,Yes,34009.0,1
Female,42,1,1-2 Year,No,28575.0,0
Male,57,0,1-2 Year,Yes,23650.0,0
Male,51,1,1-2 Year,No,33761.0,0
Female,53,0,1-2 Year,Yes,38158.0,0
Male,39,0,1-2 Year,Yes,49913.0,1
Female,22,1,< 1 Year,No,24691.0,0
Female,40,1,1-2 Year,No,27470.0,0
Male,26,1,< 1 Year,No,48673.0,0
Female,47,0,> 2 Years,Yes,30788.0,0
Female,42,0,1-2 Year,Yes,2630.0,0
Male,38,1,1-2 Year,No,37362.0,0
Female,39,0,1-2 Year,Yes,31464.0,0
Male,56,0,1-2 Year,Yes,33764.0,1
Male,53,0,1-2 Year,Yes,2630.0,1
Male,51,0,1-2 Year,Yes,48166.0,0
Male,25,1,< 1 Year,No,30417.0,0
Female,25,1,< 1 Year,No,26552.0,0
Male,23,1,< 1 Year,No,20754.0,0
Male,43,0,1-2 Year,Yes,32374.0,0
Female,46,1,1-2 Year,No,47780.0,0
Male,25,1,< 1 Year,No,52408.0,0
Female,50,0,1-2 Year,Yes,2630.0,1
Female,24,1,< 1 Year,No,27525.0,0
Male,22,0,< 1 Year,Yes,36953.0,0
Male,33,1,< 1 Year,No,27636.0,0
Female,54,1,1-2 Year,No,34914.0,0
Male,24,1,< 1 Year,No,51090.0,0
Male,67,1,1-2 Year,No,33502.0,0
Male,45,0,1-2 Year,Yes,35940.0,0
Male,49,0,1-2 Year,Yes,29092.0,1
Male,27,1,< 1 Year,No,23748.0,0
Male,36,1,1-2 Year,No,36962.0,0
Male,66,0,1-2 Year,Yes,46851.0,0
Male,55,0,> 2 Years,Yes,32256.0,0
Female,24,0,< 1 Year,Yes,48766.0,0
Female,21,1,< 1 Year,No,30830.0,0
Male,27,1,< 1 Year,No,42382.0,0
Female,22,1,< 1 Year,No,41093.0,0
Male,28,1,< 1 Year,No,36369.0,0
Male,42,0,1-2 Year,Yes,32625.0,1
Female,69,1,1-2 Year,No,2630.0,0
Male,23,0,< 1 Year,No,2630.0,0
Male,69,1,1-2 Year,No,27541.0,0
Female,22,0,< 1 Year,No,2630.0,0
Male,46,0,1-2 Year,Yes,38546.0,0
Female,50,1,1-2 Year,No,32884.0,0
Female,36,0,1-2 Year,Yes,2630.0,1
Female,24,0,< 1 Year,No,34493.0,0
Female,27,0,< 1 Year,No,34683.0,0
Male,28,1,< 1 Year,No,2630.0,0
Male,69,0,1-2 Year,Yes,55153.0,0
Female,21,1,< 1 Year,Yes,2630.0,0
Female,48,0,1-2 Year,Yes,42079.0,1
Male,64,0,1-2 Year,Yes,2630.0,0
Male,76,0,1-2 Year,Yes,2630.0,0
Male,46,0,> 2 Years,Yes,26873.0,1
Male,36,0,1-2 Year,Yes,43452.0,0
Male,44,0,1-2 Year,Yes,40784.0,1
Female,52,0,1-2 Year,Yes,48153.0,0
Male,23,1,< 1 Year,No,34111.0,0
Male,38,0,1-2 Year,Yes,25733.0,0
Male,55,0,1-2 Year,Yes,48004.0,0
Male,51,0,1-2 Year,Yes,57937.0,1
Male,20,0,< 1 Year,Yes,35488.0,0
Male,36,0,1-2 Year,Yes,48573.0,0
Female,51,0,1-2 Year,No,37891.0,0
Female,49,0,1-2 Year,Yes,25699.0,0
Male,30,1,< 1 Year,No,22464.0,0
Male,29,1,< 1 Year,No,26403.0,0
Female,42,0,1-2 Year,Yes,48815.0,1
Female,24,1,< 1 Year,No,36610.0,0
Female,22,0,< 1 Year,Yes,47786.0,1
Male,22,1,< 1 Year,No,2630.0,0
Female,24,1,< 1 Year,No,31518.0,0
Male,52,0,1-2 Year,Yes,51576.0,0
Female,27,1,< 1 Year,No,2630.0,0
Male,50,0,1-2 Year,Yes,39710.0,0
Female,21,1,< 1 Year,No,28605.0,0
Female,43,0,1-2 Year,Yes,40526.0,1
Male,48,0,1-2 Year,Yes,30802.0,0
Male,26,1,< 1 Year,No,25074.0,0
Male,54,0,1-2 Year,Yes,24966.0,1
Female,44,0,1-2 Year,Yes,35510.0,1
Female,23,1,< 1 Year,No,22463.0,0
Female,30,1,< 1 Year,No,33822.0,0
Male,29,1,< 1 Year,No,33524.0,0
Male,49,1,1-2 Year,No,25121.0,0
Female,36,0,1-2 Year,Yes,27885.0,1
Female,24,1,< 1 Year,No,22555.0,0
Male,46,1,1-2 Year,No,41228.0,0
Male,57,0,1-2 Year,Yes,33307.0,1
Male,42,1,1-2 Year,No,29593.0,0
Male,21,1,< 1 Year,No,45588.0,0
Female,26,1,< 1 Year,No,30368.0,0
Female,70,0,1-2 Year,Yes,33576.0,0
Female,23,0,< 1 Year,Yes,31443.0,0
Female,28,0,< 1 Year,Yes,28411.0,1
Male,26,0,< 1 Year,Yes,30494.0,0
Female,57,1,1-2 Year,No,37086.0,0
Male,59,1,1-2 Year,No,38792.0,0
Female,43,0,1-2 Year,Yes,41866.0,0
Male,46,0,1-2 Year,Yes,51159.0,1
Female,23,1,< 1 Year,No,60041.0,0
Female,41,0,1-2 Year,Yes,26089.0,1
Male,23,1,< 1 Year,No,33295.0,0
Female,23,1,< 1 Year,No,32906.0,0
Female,58,0,1-2 Year,Yes,22054.0,1
Male,64,1,1-2 Year,No,2630.0,0
Male,41,0,1-2 Year,Yes,31865.0,0
Female,21,1,< 1 Year,No,31147.0,0
Female,23,1,< 1 Year,No,27696.0,0
Male,58,0,1-2 Year,Yes,46511.0,0
Male,35,1,1-2 Year,No,38677.0,0
Female,76,0,1-2 Year,Yes,48157.0,0
Female,42,1,1-2 Year,No,54803.0,0
Female,22,0,< 1 Year,Yes,20740.0,0
Male,38,0,1-2 Year,Yes,33157.0,0
Male,38,0,1-2 Year,Yes,35565.0,0
Female,47,0,1-2 Year,Yes,49229.0,1
Male,52,0,> 2 Years,Yes,2630.0,1
Male,40,0,1-2 Year,Yes,34132.0,1
Female,33,0,< 1 Year,Yes,40117.0,0
Female,26,1,< 1 Year,No,29491.0,0
Male,42,1,1-2 Year,No,2630.0,0
Female,22,1,< 1 Year,No,29387.0,0
Male,29,1,< 1 Year,No,27440.0,0
Female,24,1,< 1 Year,No,21362.0,0
Male,64,1,1-2 Year,No,2630.0,0
Male,47,0,1-2 Year,Yes,20964.0,0
Male,52,0,1-2 Year,Yes,55787.0,0
Female,64,1,1-2 Year,Yes,44427.0,0
Female,24,0,< 1 Year,Yes,31682.0,0
Male,20,1,< 1 Year,No,32931.0,0
Male,50,1,1-2 Year,No,2630.0,0
Male,49,1,1-2 Year,No,41835.0,0
Female,32,1,< 1 Year,No,37388.0,0
Male,54,0,1-2 Year,Yes,2630.0,0
Female,22,0,< 1 Year,Yes,2630.0,1
Female,27,1,< 1 Year,No,48130.0,0
Female,56,1,1-2 Year,No,26856.0,0
Male,67,1,1-2 Year,No,37671.0,0
Female,27,1,< 1 Year,No,25912.0,0
Female,26,0,< 1 Year,Yes,30365.0,0
Male,24,1,< 1 Year,No,25024.0,0
Female,24,1,< 1 Year,No,31209.0,0
Female,21,1,< 1 Year,No,34780.0,0
Female,21,1,< 1 Year,No,32835.0,0
Female,47,0,1-2 Year,Yes,26598.0,0
Female,78,0,1-2 Year,Yes,2630.0,0
Male,47,0,1-2 Year,Yes,28930.0,1
Male,39,0,1-2 Year,Yes,29356.0,0
Female,26,1,< 1 Year,No,28143.0,0
Male,27,1,< 1 Year,Yes,22183.0,0
Female,22,1,< 1 Year,No,39721.0,0
Male,47,1,1-2 Year,No,41661.0,0
Female,31,1,< 1 Year,No,40760.0,0
Male,41,0,1-2 Year,No,28717.0,0
Female,54,0,1-2 Year,Yes,35850.0,0
Male,43,0,1-2 Year,Yes,2630.0,0
Female,33,0,< 1 Year,Yes,2630.0,1
Male,33,0,1-2 Year,Yes,43589.0,0
Female,38,0,1-2 Year,Yes,31017.0,0
Female,48,1,1-2 Year,No,47699.0,0
Female,43,1,1-2 Year,No,28289.0,0
Female,40,1,1-2 Year,No,35050.0,0
Male,66,0,> 2 Years,Yes,27321.0,0
Female,46,0,1-2 Year,Yes,60183.0,1
Female,23,1,< 1 Year,No,30011.0,0
Male,32,0,< 1 Year,Yes,31467.0,1
Male,25,0,< 1 Year,Yes,35311.0,0
Male,23,0,< 1 Year,Yes,2630.0,0
Male,49,0,1-2 Year,Yes,36614.0,0
Female,71,0,1-2 Year,Yes,40342.0,0
Male,38,0,1-2 Year,Yes,29416.0,1
Male,43,0,1-2 Year,Yes,27014.0,1
Female,53,0,1-2 Year,Yes,47435.0,0
Female,35,0,1-2 Year,Yes,39112.0,1
Male,42,0,1-2 Year,Yes,2630.0,0
Female,21,1,< 1 Year,Yes,2630.0,0
Male,24,0,< 1 Year,Yes,29856.0,0
Male,45,0,1-2 Year,Yes,27946.0,1
Male,47,0,> 2 Years,Yes,43989.0,1
Female,35,1,1-2 Year,No,38652.0,0
Male,34,0,1-2 Year,No,34092.0,0
Female,41,0,1-2 Year,Yes,2630.0,1
Female,29,1,< 1 Year,No,34691.0,0
Male,42,1,1-2 Year,No,2630.0,0
Male,24,1,< 1 Year,No,26434.0,0
Female,24,1,< 1 Year,No,21426.0,0
Female,32,1,< 1 Year,No,34633.0,0
Female,21,0,< 1 Year,Yes,26462.0,0
Male,59,0,1-2 Year,Yes,31414.0,1
Male,37,0,1-2 Year,Yes,23845.0,0
Male,46,1,1-2 Year,No,34762.0,0
Male,21,1,1-2 Year,No,41893.0,0
Male,26,1,< 1 Year,No,26270.0,0
Female,52,0,1-2 Year,Yes,22818.0,0
Male,43,0,1-2 Year,Yes,34123.0,1
Male,49,0,1-2 Year,Yes,2630.0,0
Male,62,0,> 2 Years,Yes,2630.0,0
Female,33,0,1-2 Year,Yes,2630.0,1
Male,28,1,< 1 Year,No,38656.0,0
Male,22,0,< 1 Year,Yes,2630.0,0
Male,41,0,1-2 Year,Yes,35092.0,0
Male,28,0,< 1 Year,Yes,35796.0,0
Male,37,0,1-2 Year,Yes,24949.0,0
Female,76,0,1-2 Year,Yes,32727.0,0
Male,29,0,< 1 Year,Yes,2630.0,0
Female,24,1,< 1 Year,No,40468.0,0
Female,51,0,> 2 Years,Yes,2630.0,0
Male,38,1,1-2 Year,No,39855.0,0
Male,42,1,1-2 Year,No,26403.0,0
Male,26,1,< 1 Year,No,26151.0,0
Female,23,1,< 1 Year,No,34043.0,0
Male,21,1,< 1 Year,No,27809.0,0
Female,72,0,1-2 Year,No,36702.0,0
Male,28,0,< 1 Year,No,37293.0,0
Female,23,1,< 1 Year,No,36674.0,0
Female,26,1,< 1 Year,No,35518.0,0
Male,22,0,1-2 Year,Yes,2630.0,0
Female,23,1,< 1 Year,No,40841.0,0
Female,26,1,< 1 Year,No,47654.0,0
Male,23,1,< 1 Year,No,24150.0,0
Male,42,1,1-2 Year,No,42644.0,0
Male,40,0,1-2 Year,Yes,34371.0,0
Male,41,1,1-2 Year,Yes,2630.0,0
Female,28,1,< 1 Year,No,45282.0,0
Female,35,0,1-2 Year,Yes,2630.0,1
Male,57,0,1-2 Year,Yes,44306.0,1
Female,55,0,1-2 Year,Yes,35556.0,0
Male,64,1,1-2 Year,No,32926.0,0
Male,62,0,> 2 Years,Yes,44402.0,0
Male,54,0,1-2 Year,Yes,29194.0,0
Male,22,1,< 1 Year,No,23027.0,0
Male,38,0,1-2 Year,Yes,26611.0,0
Female,23,0,< 1 Year,Yes,25761.0,0
Female,44,0,1-2 Year,Yes,2630.0,0
Male,37,0,1-2 Year,Yes,2630.0,1
Female,24,1,< 1 Year,No,41708.0,0
Female,65,0,1-2 Year,Yes,35427.0,0
Male,35,1,1-2 Year,No,24224.0,0
Male,53,0,1-2 Year,Yes,2630.0,1
Female,37,1,1-2 Year,No,2630.0,0
Male,22,1,< 1 Year,No,44520.0,0
Male,51,1,1-2 Year,No,2630.0,0
Female,23,1,< 1 Year,No,22679.0,0
Female,48,1,1-2 Year,Yes,46521.0,0
Female,30,1,< 1 Year,No,33108.0,0
Male,52,0,1-2 Year,Yes,24856.0,0
Male,45,0,1-2 Year,Yes,34830.0,1
Female,23,1,< 1 Year,No,28565.0,0
Male,22,0,< 1 Year,No,20517.0,0
Female,53,0,1-2 Year,Yes,40554.0,0
Female,33,1,< 1 Year,No,17939.0,0
Female,62,0,1-2 Year,Yes,33121.0,0
Female,23,0,< 1 Year,No,34310.0,0
Male,27,1,< 1 Year,No,2630.0,0
Male,76,0,1-2 Year,Yes,53422.0,0
Male,28,1,< 1 Year,No,39851.0,0
Female,24,1,< 1 Year,No,2630.0,0
Female,57,1,1-2 Year,No,53344.0,0
Female,78,0,> 2 Years,Yes,46578.0,1
Male,39,0,1-2 Year,Yes,22759.0,0
Female,49,0,1-2 Year,Yes,37657.0,0
Female,44,0,1-2 Year,Yes,41382.0,0
Female,34,0,1-2 Year,Yes,37262.0,0
Male,28,0,< 1 Year,Yes,2630.0,1
Male,74,1,1-2 Year,No,29173.0,0
Male,41,0,1-2 Year,Yes,42917.0,0
Female,26,0,< 1 Year,Yes,25702.0,0
Male,54,1,1-2 Year,No,25847.0,0
Male,26,1,< 1 Year,No,27882.0,0
Male,22,1,< 1 Year,No,35078.0,0
Male,46,1,1-2 Year,Yes,50926.0,0
Male,25,0,1-2 Year,Yes,28333.0,1
Male,22,1,1-2 Year,Yes,54279.0,0
Female,45,0,1-2 Year,Yes,43168.0,1
Male,72,0,1-2 Year,Yes,34854.0,1
Female,27,1,< 1 Year,No,24932.0,0
Male,74,0,1-2 Year,Yes,26344.0,0
Male,44,1,1-2 Year,No,2630.0,0
Male,26,1,< 1 Year,No,34140.0,0
Female,58,0,1-2 Year,Yes,28861.0,1
Female,38,0,1-2 Year,Yes,41241.0,0
Female,28,1,< 1 Year,No,31996.0,0
Male,27,0,< 1 Year,No,2630.0,0
Male,33,0,< 1 Year,Yes,38942.0,1
Male,57,1,1-2 Year,Yes,31749.0,0
Male,27,1,< 1 Year,No,31723.0,0
Male,39,0,1-2 Year,Yes,46463.0,0
Male,69,1,1-2 Year,No,38673.0,0
Male,32,0,1-2 Year,Yes,26460.0,0
Male,21,0,< 1 Year,Yes,43941.0,0
Male,21,0,< 1 Year,Yes,23190.0,1
Female,41,1,1-2 Year,No,34133.0,0
Female,36,1,1-2 Year,No,29046.0,0
Male,47,0,1-2 Year,Yes,36692.0,0
Male,40,0,1-2 Year,Yes,38482.0,1
Male,21,1,< 1 Year,No,29345.0,0
Female,23,1,< 1 Year,No,37233.0,0
Male,41,0,1-2 Year,Yes,31639.0,1
Female,37,0,1-2 Year,Yes,25473.0,0
Male,31,0,< 1 Year,Yes,20610.0,1
Male,25,1,< 1 Year,No,59665.0,0
Female,24,1,< 1 Year,No,35634.0,0
Male,53,0,> 2 Years,Yes,45310.0,1
